restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website
Trattoria al Pompiere	vicolo Regina d'Ungheria 5	Verona	37121	ITA	Veneto	€€	Venetian, Classic Cuisine	This trattoria opposite Juliet’s house (open to the public; admission fee payable) in Verona’s historic centre boasts wood panelling, period photos and tables set close together and adorned with ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 045 803 0537	https://www.alpompiere.com
I Due Cippi dal 1976	piazza Veneto 26/a	Saturnia	58014	ITA	Tuscany	€€€	Meats and Grills	The first sight to greet you when you enter this restaurant is a barbecue grill for cooking meat; the meat itself can be seen ageing nearby, with numerous cuts and meats to choose from and the ...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0564 601074	https://www.iduecippi.com/
La Perla del Mare	via della Meloria 9	San Vincenzo	57027	ITA	Tuscany	€€€	Seafood	The occasional creative touch is evident in the fish and seafood dishes served in this welcoming Mediterranean - style restaurant with an attractive outdoor terrace. The restaurant stands right on...	Air conditioning, Great view, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0565 702113	https://laperladelmare.it/
Maeba Restaurant	contrada Serra 29	Ariano Irpino	83031	ITA	Campania	€€€	Italian Contemporary	This charming restaurant is built on the site of an old 18C olive oil mill (part of which is still used as a convivial wine cellar) in a secluded and tranquil location. The rest of the building is...	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 334 372 7749	https://www.maeba.it/
I 5 Campanili	via Maino 18	Busto Arsizio	21052	ITA	Lombardy	€€€	Modern Cuisine	Contemporary cooking with an emphasis on Mediterranean fare in tune with the seasons is to the fore in this elegant restaurant occupying a 20C building with an attractive veranda to the rear. Fish...	Air conditioning, Garden or park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0331 630493	https://www.i5campanili.com/
Lamberti	via Gramsci 57	Alassio	17021	ITA	Liguria	€€€	Seafood	This restaurant is situated just a stone’s throw from the sea in a building dating from the 1930s. It serves traditional, regional dishes made from carefully selected ingredients. Don’t miss the ...	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0182 642747	https://www.ristorantelamberti.it
Baita Fraina	Località Fraina 1	Cortina d'Ampezzo	32043	ITA	Veneto	€€€	Country cooking, Classic Cuisine	"Warm little bar rooms, reminiscent of the German wine bars or ""Stube"", a summer terrace and well - prepared regional dishes: for those who want to escape the mundane life of Cortina for the ..."	Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0436 3634	https://www.baitafraina.it/
Sa Cardiga e Su Schironi	strada statale 195 rotonda per Capoterra	Capoterra	09012	ITA	Sardinia	€€	Seafood	Since 1967, this small restaurant has been delighting locals and visitors alike with its vast array of fish and seafood dishes, including grilled and skewered specialities. The fresh fish display ...	Air conditioning, Car park, Interesting wine list, Terrace	Mastercard, Visa	+39 070 71652	https://www.sacardigaesuschironi.it/
Da Pode	località Sovestro 63	San Gimignano	53037	ITA	Tuscany	€€	Tuscan, Traditional Cuisine	This restaurant occupies an old far that has retained some of the architectural features typical of its rural past. It serves delicious Tuscan cuisine prepared by Signora Lucia. If you are on a ...	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0577 943153	https://www.dapode.com/
Nido del Picchio	viale Patrioti 6	Carpaneto Piacentino	29013	ITA	Emilia-Romagna	€€€	Modern Cuisine	This restaurant with a low-key, hushed atmosphere has the feel of a tastefully furnished private home, with an open fire lit in winter and a cool, welcoming outdoor dining space for the warmer ...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0523 850909	https://www.ristorantenidodelpicchio.it/
Livello 1	via Duccio di Buoninsegna 25	Rome	00142	ITA	Lazio	€€€	Seafood, Modern Cuisine	Situated in the suburbs off the main tourist trail, this fish restaurant also has a fishmonger’s next door. The fish and seafood cuisine served here is highly interesting, featuring modern recipes...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 06 503 3999	http://www.ristorantelivello1.it
Sotto l'Arco	via Aretusi 5	Bologna	40132	ITA	Emilia-Romagna	€€€	Italian, Creative	Villa Aretusi is a pleasant 17C villa surrounded by its own garden on the outskirts of Bologna. At the hotel’s gourmet restaurant, Sotto l’Arco, on the first floor (lift available), the skilful ...	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Mastercard, Visa	+39 051 619 9848	https://www.villa-aretusi.it/ristorante-sotto-arco/
Il Tesoro Living Resort	via Settefrati 96	Rivalta sul Mincio	46040	ITA	Lombardy	€€	Modern Cuisine, Mediterranean Cuisine	There actually is a “treasure” and it is precisely the location, definitely a contemporary structure yet enclosed in a rustic setting, enclosed by a broad green area (moreover they also have a ...	Air conditioning, Car park, Garden or park, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Mastercard, Visa	+39 0376 681381	https://www.tesororesort.it/
Molin Vecio	via Giaroni 116	Caldogno	36030	ITA	Veneto	€€	Venetian, Seasonal Cuisine	In a 16C working mill, rooms full of atmosphere (one with a fireplace) and service in summer on the lakeside; typical Vicenza cuisine with vegetarian dishes.	Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0444 585168	http://www.molinvecio.it
Il Credenziere	via Quattro Strade 12	Annone Veneto	30020	ITA	Veneto	€€	Seafood	Situated in a small country hamlet, this restaurant is run by a chef from Puglia, whose origins can be glimpsed here and there in his dishes. The influence of the Veneto, where the chef has been ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0422 769922	http://ilcredenziere.it
I Pifferi	via Zappati 36	Sala Baganza	43038	ITA	Emilia-Romagna	€	Emilian	This restaurant occupying an old post house that dates back to the time of Marie Louise, Duchess of Parma, lies amid the verdant landscapes of the Parco Regionale dei Boschi di Carrega, just a ...	Car park, Garden or park, Terrace	Mastercard, Visa	+39 0521 833243	https://www.ipifferi.com/
Quintilio	via Gramsci 23	Altare	17041	ITA	Liguria	€€	Country cooking, Modern Cuisine	For over a century, and from generation to generation, Quintilio has acted as a junction between two beautiful regions, Liguria and Piedmont – and not just in a geographical sense. These regions ...	Car park, Interesting wine list	Mastercard, Visa	+39 019 58000	https://www.ristorantequintilio.it/
Posta	via della Grada 21/a	Bologna	40122	ITA	Emilia-Romagna	€	Tuscan, Traditional Cuisine	A corner of Tuscany in Bologna, where famous soups such as ribollita and pappa col pomodoro are followed by pappardelle pasta with wild boar, tripe, beef pepper stew and, of course, Fiorentina ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 051 649 2106	https://www.ristoranteposta.it/
Locanda del Barone	Località San Vittorino	Caramanico Terme	65023	ITA	Abruzzo	€	Cuisine from Abruzzo	Situated in a district of Caramanico, this typical stone house is home to an attractive restaurant that is the perfect choice for anyone keen on typical Abruzzo specialities. Prepared from ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 085 92584	https://www.locandadelbarone.it/
Due Colombe	via Foresti 13	Borgonato	25040	ITA	Lombardy	€€€	Country cooking, Creative	At this restaurant, the chef’s highly creative approach does not ignore his culinary roots, resulting in a successful reinterpretation of local peasant traditions and top-quality cuisine. Our ...	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 030 982 8227	https://www.duecolombe.com/
Locanda del Pilone	frazione Madonna di Como 34	Alba	12051	ITA	Piedmont	€€€	Creative	Situated just a few kilometres from the town, this restaurant stands on a hill with 360° views of some of the most breathtaking vineyard scenery in the area, where vines stand in neat rows ...	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0173 366616	https://www.locandadelpilone.com/
Laghetto	rue Trois Villages 291	Brusson	11022	ITA	Aosta Valley	€€	Cuisine from the Aosta Valley, Italian	If you’re not already in the area, on exiting the motorway drive up the Val d’Ayas to reach the delightful village of Brusson at an altitude of 1 300m. Here, in the typical mountain-style dining ...	Car park, Garden or park, Great view, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0125 300179	https://www.hotellaghetto.it/it/ristorante.php
Osteria Il Granaio	via dei Monaci	Rapolano Terme	53040	ITA	Tuscany	€€	Classic Cuisine	Although it calls itself an osteria, Il Granaio is really a restaurant. It has elegant brick - arched dining rooms occupying a 17C palazzo in the historic centre of Rapolano. On the menu you will ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0577 726975	https://osteriailgranaio.it/
Osteria da Nando	via Sant'Anselmo 99	Aosta	11100	ITA	Aosta Valley	€€	Cuisine from the Aosta Valley, Traditional Cuisine	Opened in 1957, this osteria in the heart of the historic centre is one of the town’s leading restaurants for anyone wanting to sample the cuisine of the Aosta valley. Delicious regional ...	Terrace	Amex, Mastercard, Visa	+39 0165 44455	https://www.osterianando.com
Gennaro Amitrano	via Marina Piccola 120	Capri	80073	ITA	Campania	€€€	Modern Cuisine	The large picture windows at this restaurant offer fine views of the Tyrrhenian sea, while the menu features imaginative recipes with a focus on fish and seafood. The most popular dishes include “...	Great view	Amex, Mastercard, Visa	+39 081 218 7550	https://www.gennaroamitrano.it
Trattoria da Amerigo	via Marconi 16	Savigno	40060	ITA	Emilia-Romagna	€€	Emilian	Situated in the hills immediately outside Bologna, Amerigo pays tribute to the typical Italian trattoria, taking guests on a nostalgic journey back to a time that will be familiar to all Italians ...	Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 051 670 8326	https://amerigo1934.com/
Mugolone	via dei Pellegrini 8/10	Sienna	53100	ITA	Tuscany	€€€	Tuscan, Modern Cuisine	Situated just a stone’s throw from Piazza del Campo, this elegant restaurant serves excellent traditional Tuscan cuisine reinterpreted with a modern twist. Professional yet friendly service, plus ...	Air conditioning, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 0577 283235	https://www.ristorantemugolone.it/
La Botte	via Giuseppe Garibaldi 8	Stresa	28838	ITA	Piedmont	€€	Modern Cuisine	A modern and welcoming contemporary bistro situated in the heart of Stresa’s historic centre. Run by an entire family, the restaurant serves modern and imaginative fish and meat dishes where the ...	Air conditioning, Wheelchair access	Mastercard, Visa	+39 0323 30462	http://www.trattorialabottestresa.it
Terrazza Tiberio	via Croce 11	Capri	80073	ITA	Campania	€€€€	Modern Cuisine, Mediterranean Cuisine	Housed within the Tiberio hotel not far from the famous piazzetta, this elegant restaurant boasts a charming terrace with spectacular views of the rooftops of Capri. The skilful chef prepares ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 081 978 7850	https://www.capritiberiopalace.it/it/61/terrazzatiberio/
Gunè San Frediano	via del Drago d'Oro 1r	Florence	50124	ITA	Tuscany	€€€	Italian Contemporary, Tuscan	The chef at this small gastronomic restaurant serves cuisine which acts as a bridge between Basilicata and Tuscany, the two most significant regions in his life, resulting in creative, delicate ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 055 493 9902	https://gunesanfrediano.it/
Vitique	via Citille 43/b	Greve in Chianti	50022	ITA	Tuscany	€€€	Contemporary, Creative	Providing a splash of modernity in the Florentine Chianti region, this restaurant is highly contemporary both in its decor and its cuisine, the latter available in the form of tasting menus only (...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 055 933 2941	https://www.vitique.it/
